destination_name,country,continent,type,avg_cost_usd_day,best_season,avg_rating,annual_visitors_m,unesco_site,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,climate_label
Sacred Ruins,Spain,Europe,Adventure,164.43,Summer,4.5,4.92,No,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Sacred Canyon,Canada,North America,Historical,124.18,Autumn,4.4,9.77,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Sacred Ruins,Peru,South America,City,167.15,Summer,4.6,9.41,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Sacred Valley,Canada,North America,Religious,139.71,Summer,4.3,1.17,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Ancient Falls,France,Europe,Historical,117.02,Summer,4.3,4.96,No,Mid-range,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Crystal Beach,India,Asia,Beach,125.44,Summer,4.4,2.09,No,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Serene Canyon,South Africa,Africa,Historical,64.89,Winter,4.4,8.08,No,Mid-range,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Ancient Canyon,Brazil,South America,Nature,89.84,Spring,4.2,2.71,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Sacred Forest,Germany,Europe,City,130.92,Spring,4.3,3.88,Yes,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Crystal Ruins,Greece,Europe,City,127.19,Spring,4.6,2.5,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Crystal Park,Argentina,South America,Nature,131.03,Winter,4.6,3.76,Yes,Mid-range,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Golden Pagoda,Peru,South America,Nature,148.43,Autumn,4.2,3.37,Yes,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Ancient Plaza,Kenya,Africa,Beach,217.6,Summer,4.6,1.8,No,Premium,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Crystal Falls,China,Asia,City,159.19,Autumn,5.0,1.87,No,Premium,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Lush Park,Canada,North America,Religious,78.68,Summer,4.7,5.13,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Crystal Pagoda,Germany,Europe,Beach,145.97,Autumn,4.3,3.41,Yes,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Crystal Falls,Vietnam,Asia,City,90.71,Winter,3.8,7.39,Yes,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Hidden Pagoda,China,Asia,City,241.63,Spring,4.7,7.88,No,Premium,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Hidden Pagoda,Vietnam,Asia,Beach,129.29,Summer,4.7,5.61,No,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Mystic Forest,India,Asia,City,136.06,Spring,4.8,2.35,No,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Ancient Canyon,Greece,Europe,Adventure,235.13,Summer,4.5,5.18,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Serene Park,New Zealand,Oceania,Adventure,212.34,Autumn,4.5,3.93,No,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Grand Valley,Mexico,North America,Nature,136.34,Winter,4.8,3.62,No,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Grand Park,Peru,South America,City,228.14,Autumn,4.4,1.7,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Ancient Park,Peru,South America,Nature,163.1,Winter,4.1,6.0,Yes,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Ancient Pagoda,Vietnam,Asia,Beach,260.94,Autumn,4.5,2.68,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Ancient Park,USA,North America,Historical,45.17,Autumn,4.8,6.79,Yes,Budget,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Golden Valley,China,Asia,Historical,160.84,Autumn,4.2,2.26,No,Premium,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Mystic Pagoda,Canada,North America,City,104.57,Summer,4.3,2.24,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Lush Temple,New Zealand,Oceania,Historical,122.59,Autumn,4.8,9.31,No,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Crystal Plaza,Canada,North America,Religious,153.37,Spring,4.6,1.86,Yes,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Sacred Plaza,Japan,Asia,Beach,210.9,Summer,4.3,3.99,No,Premium,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Sacred Beach,Germany,Europe,Historical,155.81,Summer,4.2,8.53,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Crystal Beach,France,Europe,Religious,123.44,Spring,4.6,6.89,Yes,Mid-range,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Grand Plaza,Mexico,North America,Adventure,115.88,Autumn,4.3,8.8,No,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Lush Ruins,China,Asia,Adventure,108.07,Winter,4.2,0.51,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Hidden Plaza,Canada,North America,Nature,164.81,Autumn,4.6,6.46,No,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Ancient Beach,Germany,Europe,Historical,118.13,Winter,4.6,4.85,Yes,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Mystic Valley,Germany,Europe,Religious,114.27,Autumn,4.4,5.12,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Grand Park,Germany,Europe,Religious,103.17,Autumn,4.3,2.76,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Lush Plaza,USA,North America,Adventure,146.52,Autumn,4.8,4.93,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Golden Park,Japan,Asia,City,119.66,Winter,4.6,5.13,No,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Crystal Plaza,Vietnam,Asia,Religious,246.96,Winter,4.1,10.0,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Golden Park,New Zealand,Oceania,Nature,123.69,Spring,4.9,8.36,Yes,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Lush Valley,Vietnam,Asia,Religious,120.03,Spring,4.2,5.35,Yes,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Ancient Forest,Germany,Europe,Religious,188.41,Spring,4.6,5.34,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Ancient Forest,Egypt,Africa,Beach,117.46,Winter,4.5,0.83,No,Mid-range,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Sacred Beach,South Africa,Africa,Historical,45.79,Summer,5.0,8.47,No,Budget,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Hidden Plaza,Vietnam,Asia,Adventure,72.34,Autumn,4.4,0.97,No,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Crystal Park,Japan,Asia,Historical,121.51,Spring,4.6,6.28,Yes,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Golden Canyon,Brazil,South America,Beach,109.27,Autumn,4.3,4.11,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Mystic Forest,Egypt,Africa,Beach,127.5,Spring,4.9,7.63,No,Mid-range,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Crystal Canyon,Spain,Europe,Historical,166.25,Spring,4.4,2.75,Yes,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Mystic Pagoda,Brazil,South America,Beach,184.28,Summer,5.0,9.33,No,Premium,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Serene Pagoda,Japan,Asia,City,118.0,Spring,4.5,0.68,No,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Ancient Ruins,USA,North America,Nature,154.9,Summer,4.9,7.86,No,Premium,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Grand Plaza,Egypt,Africa,City,114.86,Autumn,4.1,0.79,No,Mid-range,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Mystic Temple,Mexico,North America,Religious,154.59,Autumn,4.6,9.37,No,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Crystal Valley,South Africa,Africa,Religious,184.75,Spring,4.1,6.95,Yes,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Crystal Pagoda,Italy,Europe,City,193.46,Autumn,4.4,9.5,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Grand Pagoda,New Zealand,Oceania,City,166.57,Autumn,4.7,3.14,No,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Lush Plaza,Brazil,South America,City,193.8,Autumn,4.9,9.91,Yes,Premium,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Sacred Falls,Kenya,Africa,Historical,95.58,Summer,4.1,1.25,Yes,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Crystal Valley,Thailand,Asia,Nature,68.03,Spring,4.4,3.76,No,Mid-range,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Serene Park,Brazil,South America,Religious,126.58,Autumn,4.2,9.32,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Mystic Falls,Canada,North America,Nature,166.2,Spring,4.2,1.93,No,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Golden Plaza,New Zealand,Oceania,Beach,147.24,Summer,4.6,5.26,No,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Hidden Temple,Greece,Europe,Nature,140.66,Summer,4.0,6.79,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Ancient Beach,Argentina,South America,Historical,191.24,Winter,4.7,5.99,Yes,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Ancient Valley,Egypt,Africa,Religious,102.55,Winter,5.0,4.32,No,Mid-range,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Mystic Valley,Spain,Europe,Nature,136.49,Winter,4.7,7.07,No,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Ancient Pagoda,USA,North America,Historical,108.77,Spring,4.3,2.25,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Ancient Canyon,Brazil,South America,Adventure,108.19,Spring,3.9,8.39,Yes,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Golden Canyon,Italy,Europe,Adventure,167.63,Autumn,4.3,5.55,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Serene Park,Brazil,South America,City,146.87,Autumn,3.9,3.35,Yes,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Sacred Plaza,China,Asia,City,81.58,Autumn,5.0,2.06,Yes,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Crystal Valley,Canada,North America,Nature,156.14,Summer,4.2,9.07,No,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Crystal Pagoda,Italy,Europe,Beach,213.19,Summer,4.2,6.76,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Golden Beach,France,Europe,Adventure,245.47,Winter,4.7,9.03,No,Premium,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Hidden Plaza,Kenya,Africa,Adventure,67.26,Spring,4.2,0.6,Yes,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Grand Valley,South Africa,Africa,Beach,173.34,Autumn,4.7,1.49,No,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Lush Valley,New Zealand,Oceania,City,93.49,Summer,5.0,1.63,No,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Crystal Plaza,South Africa,Africa,Nature,157.45,Spring,4.3,7.52,No,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Hidden Valley,Italy,Europe,Religious,153.6,Summer,4.4,5.56,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Golden Plaza,India,Asia,Historical,62.78,Winter,4.7,9.41,Yes,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Ancient Falls,Kenya,Africa,City,54.61,Spring,4.2,0.98,No,Budget,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Mystic Beach,Vietnam,Asia,Beach,156.48,Autumn,4.4,4.85,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Ancient Forest,Canada,North America,Beach,177.83,Winter,4.1,2.9,No,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Lush Beach,Morocco,Africa,Historical,56.72,Autumn,4.8,8.32,No,Budget,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Golden Plaza,Italy,Europe,Historical,145.32,Summer,4.9,3.83,No,Mid-range,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Sacred Ruins,Greece,Europe,City,207.68,Autumn,4.3,3.62,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Mystic Pagoda,South Africa,Africa,City,74.03,Summer,3.7,8.49,Yes,Mid-range,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Golden Temple,Morocco,Africa,Beach,122.22,Autumn,4.1,8.18,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Golden Canyon,Morocco,Africa,City,129.43,Summer,4.8,4.86,Yes,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Ancient Valley,Greece,Europe,Adventure,170.54,Winter,4.4,1.63,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Serene Plaza,Greece,Europe,Adventure,159.52,Winter,4.6,5.55,Yes,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Sacred Ruins,Peru,South America,Religious,148.66,Autumn,4.3,4.37,No,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Hidden Valley,Peru,South America,City,172.68,Summer,4.2,9.73,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Mystic Falls,Greece,Europe,Historical,236.17,Winter,4.6,1.15,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Golden Ruins,New Zealand,Oceania,City,101.86,Autumn,4.4,6.32,Yes,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Golden Pagoda,Greece,Europe,Religious,158.99,Autumn,4.6,1.23,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Ancient Park,Spain,Europe,Beach,185.73,Summer,3.9,4.33,Yes,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Serene Ruins,Argentina,South America,Adventure,170.17,Autumn,4.6,6.31,No,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Mystic Park,Morocco,Africa,Historical,81.42,Autumn,4.3,1.51,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Ancient Canyon,Italy,Europe,Nature,96.54,Winter,4.0,6.92,No,Mid-range,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Serene Valley,Japan,Asia,Adventure,122.22,Summer,4.6,4.25,No,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Sacred Forest,Australia,Oceania,Beach,131.15,Spring,4.4,8.36,No,Mid-range,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Serene Valley,Mexico,North America,Adventure,145.33,Winter,4.3,2.1,Yes,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Mystic Beach,Germany,Europe,Religious,157.66,Autumn,4.8,2.7,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Grand Canyon,Italy,Europe,Religious,237.75,Spring,4.5,9.6,Yes,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Golden Forest,Peru,South America,Nature,167.68,Autumn,4.4,9.38,Yes,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Ancient Valley,USA,North America,City,161.26,Summer,4.7,6.48,No,Premium,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Hidden Plaza,Mexico,North America,Religious,223.22,Autumn,4.3,5.55,No,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Ancient Falls,Canada,North America,Religious,113.35,Spring,5.0,7.45,Yes,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Serene Plaza,Mexico,North America,Beach,135.07,Winter,4.6,8.41,No,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Golden Plaza,Mexico,North America,Beach,210.03,Autumn,4.5,4.6,No,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Hidden Ruins,Germany,Europe,City,186.61,Autumn,4.4,2.89,Yes,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Crystal Temple,India,Asia,Religious,147.17,Winter,4.9,5.38,No,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Golden Canyon,Peru,South America,City,183.65,Summer,4.0,3.59,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Mystic Falls,Germany,Europe,Beach,145.28,Autumn,4.6,7.42,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Mystic Park,Mexico,North America,Historical,215.4,Winter,4.1,8.15,No,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Sacred Pagoda,New Zealand,Oceania,City,143.52,Summer,4.7,7.94,No,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Crystal Beach,Canada,North America,Nature,153.67,Autumn,4.4,6.77,No,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Grand Park,Thailand,Asia,Religious,113.52,Winter,4.6,9.42,Yes,Mid-range,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Golden Plaza,Mexico,North America,Nature,172.18,Winter,4.2,2.62,No,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Sacred Beach,Italy,Europe,Beach,172.53,Autumn,3.9,4.46,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Ancient Pagoda,Thailand,Asia,Nature,133.61,Autumn,4.4,4.47,No,Mid-range,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Golden Plaza,Vietnam,Asia,City,169.45,Summer,4.6,1.3,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Ancient Beach,Canada,North America,City,107.98,Spring,4.4,0.66,Yes,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
