city,country,region,budget_numeric,spring_avg_temp,summer_avg_temp,autumn_avg_temp,winter_avg_temp,ideal_duration_days,avg_rating,annual_visitors,culture_norm,adventure_norm,nature_norm,beaches_norm,urban_norm,nightlife_norm,cuisine_norm,wellness_norm,seclusion_norm,rating_norm,annual_visitors_norm,ideal_duration_norm
San Diego,United States,north_america,2,16.96666666666667,21.266666666666666,20.066666666666666,14.566666666666668,5.0,4.555128205128205,5.036153846153847,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.911025641025641,0.8285967277095662,0.35294117647058826
Ladakh,India,asia,1,6.833333333333333,17.400000000000002,7.5,-4.5,10.5,4.533333333333334,5.391954022988505,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.9066666666666668,0.9016402422734668,1.0
Chefchaouen,Morocco,africa,1,17.3,24.900000000000002,20.433333333333334,14.1,4.0,4.534020618556701,5.324948453608247,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.25,0.25,0.6666666666666666,0.3333333333333333,0.75,0.9068041237113402,0.8878844248187618,0.23529411764705882
Lviv,Ukraine,europe,1,8.799999999999999,19.333333333333332,9.3,-0.033333333333333326,5.0,3.5,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.35294117647058826
Nashville,United States,north_america,2,16.433333333333334,26.433333333333334,17.333333333333332,6.633333333333333,5.0,4.555128205128205,5.036153846153847,0.6666666666666666,0.0,0.0,0.0,0.75,1.0,0.6666666666666666,0.3333333333333333,0.25,0.911025641025641,0.8285967277095662,0.35294117647058826
Cleveland,United States,north_america,2,10.200000000000001,23.2,14.466666666666667,0.9,4.0,4.555128205128205,5.036153846153847,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,0.6666666666666666,0.3333333333333333,0.25,0.911025641025641,0.8285967277095662,0.23529411764705882
Ronda,Spain,europe,2,16.96666666666667,26.666666666666668,19.633333333333333,11.166666666666666,3.0,4.5268292682926825,4.991829268292682,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.25,0.25,0.6666666666666666,0.3333333333333333,0.75,0.9053658536585365,0.8194971736358613,0.11764705882352941
London,United Kingdom,europe,3,10.233333333333333,17.46666666666667,11.700000000000001,5.866666666666667,8.666666666666666,3.5,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.7,0.0,0.784313725490196
Rochester,United States,north_america,2,8.5,21.466666666666665,11.966666666666667,-1.1333333333333333,4.0,4.555128205128205,5.036153846153847,0.3333333333333333,0.0,0.3333333333333333,0.25,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.911025641025641,0.8285967277095662,0.23529411764705882
Namibia,Namibia,africa,2,20.433333333333334,15.9,23.633333333333336,24.066666666666666,10.5,3.5,1.0,0.3333333333333333,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.7,0.0,1.0
Memphis,United States,north_america,2,17.53333333333333,27.566666666666663,18.7,7.466666666666666,5.0,4.555128205128205,5.036153846153847,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,0.75,0.6666666666666666,0.3333333333333333,0.25,0.911025641025641,0.8285967277095662,0.35294117647058826
Ashgabat,Turkmenistan,asia,3,18.633333333333336,31.600000000000005,17.46666666666667,5.3999999999999995,6.0,3.5,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.25,0.3333333333333333,0.0,0.75,0.7,0.0,0.47058823529411764
Tulum,Mexico,north_america,2,28.266666666666666,28.7,27.133333333333336,24.53333333333333,5.0,4.49,5.368777777777778,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.6666666666666666,1.0,0.75,0.898,0.8968823064577887,0.35294117647058826
Honolulu,United States,oceania,3,24.7,27.2,26.633333333333336,23.766666666666666,8.666666666666666,4.555128205128205,5.036153846153847,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.25,0.911025641025641,0.8285967277095662,0.784313725490196
Tashkent,Uzbekistan,asia,1,17.099999999999998,28.73333333333333,14.966666666666667,4.3,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Yangshuo,China,asia,1,19.966666666666665,28.066666666666666,21.866666666666664,10.566666666666668,5.0,4.453333333333333,4.928888888888888,0.3333333333333333,0.6666666666666666,1.0,0.25,0.25,0.25,0.3333333333333333,0.3333333333333333,0.75,0.8906666666666666,0.8065759138418425,0.35294117647058826
Kuala Lumpur,Malaysia,asia,2,28.566666666666666,28.366666666666664,27.73333333333333,27.7,6.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,1.0,0.75,1.0,0.3333333333333333,0.25,0.7,0.0,0.47058823529411764
Cornwall,United Kingdom,europe,2,10.533333333333333,16.333333333333332,13.033333333333333,8.1,5.0,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.25,0.25,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.35294117647058826
Dhaka,Bangladesh,asia,1,28.366666666666664,29.399999999999995,27.366666666666664,20.333333333333332,6.0,3.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.0,0.0,0.7,0.0,0.47058823529411764
Seattle,United States,north_america,3,11.233333333333334,19.433333333333334,12.433333333333332,5.833333333333333,6.0,4.555128205128205,5.036153846153847,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,1.0,0.5,0.6666666666666666,0.3333333333333333,0.25,0.911025641025641,0.8285967277095662,0.47058823529411764
Bishkek,Kyrgyzstan,asia,1,13.466666666666669,25.233333333333334,11.333333333333334,-0.16666666666666666,4.0,3.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.3333333333333333,0.0,0.75,0.7,0.0,0.23529411764705882
Siem Reap,Cambodia,asia,1,29.833333333333332,28.566666666666666,27.53333333333333,26.366666666666664,5.0,3.5,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.35294117647058826
Valdivia,Chile,south_america,2,11.066666666666668,7.3,10.666666666666666,16.066666666666666,5.0,3.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,0.75,0.7,0.0,0.35294117647058826
Salta,Argentina,south_america,2,16.400000000000002,11.133333333333333,18.233333333333334,21.066666666666666,5.0,4.452941176470587,5.008823529411765,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.75,0.8905882352941173,0.8229859874149822,0.35294117647058826
Split,Croatia,europe,2,15.700000000000001,27.266666666666666,18.4,9.700000000000001,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.5,0.75,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.35294117647058826
Galápagos Islands,Ecuador,south_america,3,26.233333333333334,24.03333333333333,23.133333333333336,25.566666666666663,10.5,3.5,1.0,0.3333333333333333,1.0,1.0,0.75,0.0,0.0,0.3333333333333333,0.0,1.0,0.7,0.0,1.0
Florence,Italy,europe,2,14.633333333333333,25.566666666666666,16.933333333333334,8.133333333333333,5.0,4.504255319148936,5.6115957446808515,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.3333333333333333,0.25,0.9008510638297873,0.9467312915247735,0.35294117647058826
Philadelphia,United States,north_america,2,13.0,25.266666666666666,15.733333333333334,3.466666666666667,5.0,4.555128205128205,5.036153846153847,0.6666666666666666,0.0,0.3333333333333333,0.0,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.911025641025641,0.8285967277095662,0.35294117647058826
Bordeaux,France,europe,2,13.4,21.5,14.9,7.900000000000001,5.0,4.54125,5.251250000000001,0.6666666666666666,0.0,0.3333333333333333,0.25,0.75,0.5,1.0,0.3333333333333333,0.5,0.90825,0.8727546007771834,0.35294117647058826
Strasbourg,France,europe,2,11.5,20.900000000000002,11.833333333333334,4.166666666666667,5.0,4.54125,5.251250000000001,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.5,0.90825,0.8727546007771834,0.35294117647058826
Palau,Palau,oceania,3,27.03333333333333,26.833333333333332,27.0,26.833333333333332,10.5,3.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,1.0
St. George's,Grenada,north_america,2,27.633333333333336,28.266666666666666,28.433333333333334,26.833333333333332,5.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.75,0.7,0.0,0.35294117647058826
Debrecen,Hungary,europe,1,11.633333333333333,22.599999999999998,11.766666666666666,1.7666666666666668,4.0,3.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.7,0.0,0.23529411764705882
Jaipur,India,asia,1,30.2,30.666666666666668,26.433333333333334,17.633333333333336,5.0,4.533333333333334,5.391954022988505,1.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.25,0.9066666666666668,0.9016402422734668,0.35294117647058826
Crete,Greece,europe,2,16.833333333333332,26.366666666666664,20.233333333333334,11.966666666666667,8.666666666666666,4.506542056074767,4.967570093457944,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.75,0.9013084112149533,0.8145169192523092,0.784313725490196
Baltimore,United States,north_america,2,13.766666666666666,25.666666666666668,16.133333333333336,4.0,5.0,4.555128205128205,5.036153846153847,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.911025641025641,0.8285967277095662,0.35294117647058826
Madang,Papua New Guinea,oceania,1,26.099999999999998,25.96666666666667,26.3,26.03333333333333,6.0,3.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.75,0.25,0.25,0.3333333333333333,0.0,0.75,0.7,0.0,0.47058823529411764
Taormina,Italy,europe,2,16.5,26.933333333333337,21.066666666666666,13.066666666666665,5.0,4.504255319148936,5.6115957446808515,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,1.0,0.3333333333333333,0.75,0.9008510638297873,0.9467312915247735,0.35294117647058826
Takayama,Japan,asia,2,10.533333333333333,22.96666666666667,14.200000000000001,0.5333333333333333,4.0,4.49879518072289,5.085060240963856,1.0,0.0,0.6666666666666666,0.0,0.25,0.25,0.6666666666666666,0.3333333333333333,0.75,0.8997590361445781,0.8386368996773077,0.23529411764705882
Phoenix,United States,north_america,2,23.8,35.33333333333333,25.566666666666663,14.466666666666667,5.0,4.555128205128205,5.036153846153847,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.911025641025641,0.8285967277095662,0.35294117647058826
Blantyre,Malawi,africa,1,22.866666666666664,20.6,26.399999999999995,25.0,4.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,0.25,0.3333333333333333,0.0,0.75,0.7,0.0,0.23529411764705882
Caracas,Venezuela,south_america,1,23.76666666666667,23.333333333333332,23.633333333333336,22.46666666666667,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.0,0.25,0.7,0.0,0.35294117647058826
Da Lat,Vietnam,asia,1,21.46666666666667,20.666666666666668,19.900000000000002,19.033333333333335,4.0,4.491489361702127,5.056914893617022,0.3333333333333333,0.6666666666666666,1.0,0.0,0.5,0.25,0.6666666666666666,0.6666666666666666,0.75,0.8982978723404255,0.8328588387805311,0.23529411764705882
New York City,United States,north_america,3,12.033333333333333,24.599999999999998,15.533333333333331,2.9,8.666666666666666,4.555128205128205,5.036153846153847,1.0,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,1.0,0.3333333333333333,0.0,0.911025641025641,0.8285967277095662,0.784313725490196
Sapa,Vietnam,asia,1,17.099999999999998,20.266666666666666,16.0,10.133333333333335,5.0,4.491489361702127,5.056914893617022,0.6666666666666666,0.6666666666666666,1.0,0.0,0.25,0.25,0.3333333333333333,0.3333333333333333,0.75,0.8982978723404255,0.8328588387805311,0.35294117647058826
Guadalajara,Mexico,north_america,2,22.733333333333334,22.46666666666667,19.96666666666667,16.566666666666666,5.0,4.49,5.368777777777778,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,1.0,0.3333333333333333,0.25,0.898,0.8968823064577887,0.35294117647058826
Anchorage,United States,north_america,2,3.533333333333333,14.799999999999999,2.7000000000000006,-7.0,6.0,4.555128205128205,5.036153846153847,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5,0.25,0.3333333333333333,0.3333333333333333,0.75,0.911025641025641,0.8285967277095662,0.47058823529411764
Bhutan,Bhutan,asia,3,9.366666666666667,15.033333333333333,10.533333333333333,3.5,10.5,3.5,1.0,1.0,0.6666666666666666,1.0,0.0,0.25,0.0,0.3333333333333333,0.6666666666666666,1.0,0.7,0.0,1.0
Samarkand,Uzbekistan,asia,1,16.033333333333335,27.099999999999998,14.300000000000002,4.166666666666667,5.0,3.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.25,0.6666666666666666,0.0,0.5,0.7,0.0,0.35294117647058826
Wellington,New Zealand,oceania,2,15.033333333333333,10.966666666666669,13.266666666666666,17.633333333333333,6.0,4.520430107526881,5.13989247311828,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.9040860215053762,0.8498936083826664,0.47058823529411764
Lahore,Pakistan,asia,1,27.433333333333334,31.96666666666667,25.400000000000002,14.699999999999998,5.0,3.5,1.0,1.0,0.3333333333333333,0.0,0.0,0.75,0.5,1.0,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
San Pedro de Atacama,Chile,south_america,2,14.5,9.933333333333332,15.566666666666668,18.0,6.0,3.5,1.0,0.3333333333333333,1.0,1.0,0.0,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.7,0.0,0.47058823529411764
Madeira,Portugal,europe,2,18.366666666666664,22.5,21.866666666666664,17.766666666666666,6.0,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.7,0.0,0.47058823529411764
Gjirokastër,Albania,europe,1,14.066666666666668,25.73333333333333,16.866666666666667,7.933333333333333,4.0,3.5,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.25,0.3333333333333333,0.0,0.75,0.7,0.0,0.23529411764705882
Brisbane,Australia,oceania,2,21.03333333333333,15.733333333333333,20.599999999999998,24.733333333333334,5.0,4.425609756097561,5.754756097560975,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.8851219512195122,0.9761212019334798,0.35294117647058826
Cesky Krumlov,Czech Republic,europe,2,7.733333333333334,17.0,8.299999999999999,-1.366666666666667,3.0,3.5,1.0,1.0,0.0,0.6666666666666666,0.0,0.25,0.25,0.3333333333333333,0.0,0.75,0.7,0.0,0.11764705882352941
Basseterre,Saint Kitts and Nevis,north_america,2,26.633333333333336,28.433333333333337,28.100000000000005,25.899999999999995,4.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.6666666666666666,0.3333333333333333,0.75,0.7,0.0,0.23529411764705882
Honiara,Solomon Islands,oceania,2,27.366666666666664,26.866666666666664,27.3,27.53333333333333,6.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.25,0.25,0.0,0.0,0.75,0.7,0.0,0.47058823529411764
Siena,Italy,europe,2,13.4,23.23333333333333,15.266666666666666,6.833333333333333,4.0,4.504255319148936,5.6115957446808515,1.0,0.0,0.3333333333333333,0.0,0.5,0.25,0.6666666666666666,0.3333333333333333,0.75,0.9008510638297873,0.9467312915247735,0.23529411764705882
La Palma,Spain,europe,2,19.700000000000003,23.2,22.899999999999995,19.03333333333333,5.0,4.5268292682926825,4.991829268292682,0.3333333333333333,0.6666666666666666,1.0,0.5,0.25,0.25,0.3333333333333333,0.6666666666666666,0.75,0.9053658536585365,0.8194971736358613,0.35294117647058826
Ghent,Belgium,europe,2,10.733333333333334,18.7,12.533333333333331,5.766666666666666,4.0,3.5,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.23529411764705882
Sao Paulo,Brazil,south_america,2,20.633333333333336,17.566666666666666,20.400000000000002,22.600000000000005,6.0,4.491011235955057,5.5591011235955055,1.0,0.3333333333333333,0.0,0.25,1.0,1.0,1.0,0.3333333333333333,0.0,0.8982022471910114,0.9359544795122382,0.47058823529411764
Monteverde,Costa Rica,north_america,2,21.433333333333334,20.633333333333333,19.999999999999996,20.233333333333334,5.0,3.5,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.35294117647058826
Nukuʻalofa,Tonga,oceania,2,25.266666666666666,22.299999999999997,23.5,26.400000000000002,5.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.25,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.35294117647058826
Birmingham,United Kingdom,europe,2,9.766666666666667,16.733333333333334,11.266666666666666,5.833333333333333,5.0,3.5,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
Tuscany,Italy,europe,2,13.033333333333331,25.099999999999998,16.0,6.633333333333333,8.666666666666666,4.504255319148936,5.6115957446808515,1.0,0.3333333333333333,1.0,0.25,0.5,0.5,1.0,0.6666666666666666,0.75,0.9008510638297873,0.9467312915247735,0.784313725490196
Charlottetown,Canada,north_america,2,3.2999999999999994,18.0,9.466666666666667,-4.433333333333334,4.0,4.531521739130436,4.660978260869565,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.25,0.25,0.3333333333333333,0.3333333333333333,0.75,0.9063043478260872,0.7515755649559926,0.23529411764705882
St. Louis,United States,north_america,2,14.333333333333334,25.599999999999998,15.133333333333333,2.4333333333333336,5.0,4.555128205128205,5.036153846153847,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.25,0.911025641025641,0.8285967277095662,0.35294117647058826
Las Vegas,United States,north_america,3,20.766666666666666,33.86666666666667,21.933333333333334,10.633333333333335,5.0,4.555128205128205,5.036153846153847,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.911025641025641,0.8285967277095662,0.35294117647058826
Detroit,United States,north_america,2,8.766666666666667,22.066666666666666,12.166666666666666,-1.4333333333333336,5.0,4.555128205128205,5.036153846153847,0.6666666666666666,0.0,0.0,0.0,0.75,0.5,0.3333333333333333,0.0,0.25,0.911025641025641,0.8285967277095662,0.35294117647058826
Suzhou,China,asia,2,16.366666666666664,27.566666666666666,18.700000000000003,5.3,5.0,4.453333333333333,4.928888888888888,1.0,0.0,0.6666666666666666,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.8906666666666666,0.8065759138418425,0.35294117647058826
Sardinia,Italy,europe,2,15.633333333333333,25.866666666666664,18.733333333333334,11.333333333333334,8.666666666666666,4.504255319148936,5.6115957446808515,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.9008510638297873,0.9467312915247735,0.784313725490196
Port Vila,Vanuatu,oceania,2,25.53333333333333,22.833333333333332,24.266666666666666,26.700000000000003,5.0,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,0.75,0.25,0.25,0.3333333333333333,0.6666666666666666,0.75,0.7,0.0,0.35294117647058826
Sibiu,Romania,europe,1,10.033333333333333,20.53333333333333,11.033333333333333,1.8666666666666665,4.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.23529411764705882
Luxor,Egypt,africa,1,26.766666666666666,34.666666666666664,27.666666666666668,16.433333333333334,6.0,4.486363636363636,5.2176136363636365,1.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.25,0.6666666666666666,0.0,0.5,0.8972727272727272,0.8658492691412996,0.47058823529411764
Providenciales,Turks and Caicos,north_america,3,26.266666666666666,26.866666666666664,24.7,23.633333333333336,5.0,3.5,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.75,0.7,0.0,0.35294117647058826
Siwa Oasis,Egypt,africa,1,22.5,31.03333333333333,23.666666666666668,13.433333333333332,4.0,4.486363636363636,5.2176136363636365,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.8972727272727272,0.8658492691412996,0.23529411764705882
Mombasa,Kenya,africa,2,27.899999999999995,25.2,26.599999999999998,28.133333333333336,5.0,4.478409090909091,4.97,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.8956818181818182,0.8150157636190337,0.35294117647058826
Dushanbe,Tajikistan,asia,1,16.566666666666666,27.866666666666664,15.899999999999999,5.5,4.0,3.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.25,0.25,0.3333333333333333,0.0,0.75,0.7,0.0,0.23529411764705882
Cuzco,Peru,south_america,1,12.700000000000001,11.533333333333333,14.033333333333333,13.266666666666666,6.0,4.475,4.943653846153846,1.0,0.6666666666666666,1.0,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.8949999999999999,0.8096070657108857,0.47058823529411764
Nara,Japan,asia,2,15.366666666666665,25.333333333333332,19.3,8.0,3.0,4.49879518072289,5.085060240963856,1.0,0.0,0.6666666666666666,0.0,0.5,0.25,0.6666666666666666,0.3333333333333333,0.75,0.8997590361445781,0.8386368996773077,0.11764705882352941
Buenos Aires,Argentina,south_america,2,18.766666666666666,12.533333333333333,18.3,24.666666666666668,10.5,4.452941176470587,5.008823529411765,1.0,0.3333333333333333,0.0,0.25,1.0,1.0,1.0,0.3333333333333333,0.25,0.8905882352941173,0.8229859874149822,1.0
Córdoba,Argentina,south_america,2,17.73333333333333,11.866666666666665,19.0,23.766666666666666,5.0,4.452941176470587,5.008823529411765,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.5,0.8905882352941173,0.8229859874149822,0.35294117647058826
Sydney,Australia,oceania,3,19.433333333333334,14.033333333333331,19.066666666666666,23.366666666666664,8.666666666666666,4.425609756097561,5.754756097560975,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.6666666666666666,0.3333333333333333,0.25,0.8851219512195122,0.9761212019334798,0.784313725490196
Hualien,Taiwan,asia,2,22.666666666666668,28.399999999999995,24.633333333333336,20.5,5.0,3.5,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5,0.25,0.6666666666666666,0.3333333333333333,0.75,0.7,0.0,0.35294117647058826
Vienna,Austria,europe,2,11.733333333333334,22.633333333333336,12.666666666666666,3.8000000000000003,5.0,3.5,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,1.0,0.6666666666666666,0.25,0.7,0.0,0.35294117647058826
Baku,Azerbaijan,asia,2,13.333333333333334,26.566666666666663,17.3,6.766666666666666,6.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.47058823529411764
Minsk,Belarus,europe,1,7.8,19.0,7.833333333333333,-1.9000000000000001,4.0,3.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.0,0.5,0.7,0.0,0.23529411764705882
Santa Cruz,Bolivia,south_america,1,26.433333333333334,24.76666666666667,29.400000000000002,28.7,5.0,3.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.7,0.0,0.35294117647058826
Mostar,Bosnia and Herzegovina,europe,1,15.233333333333334,27.53333333333333,17.566666666666666,7.933333333333334,3.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.11764705882352941
Salvador da Bahia,Brazil,south_america,2,27.2,25.600000000000005,28.866666666666664,26.96666666666667,5.0,4.491011235955057,5.5591011235955055,1.0,0.3333333333333333,0.6666666666666666,0.75,0.5,0.75,1.0,0.3333333333333333,0.25,0.8982022471910114,0.9359544795122382,0.35294117647058826
Bujumbura,Burundi,africa,1,24.5,24.566666666666666,24.566666666666663,24.066666666666666,4.0,3.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.25,0.25,0.3333333333333333,0.0,0.75,0.7,0.0,0.23529411764705882
Yaoundé,Cameroon,africa,1,24.933333333333334,23.7,24.0,25.133333333333336,4.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.6666666666666666,0.0,0.25,0.7,0.0,0.23529411764705882
Galway,Ireland,europe,2,9.700000000000001,15.4,10.933333333333332,6.3,4.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,0.75,0.6666666666666666,0.3333333333333333,0.5,0.7,0.0,0.23529411764705882
Calgary,Canada,north_america,2,4.633333333333334,17.0,5.566666666666667,-6.133333333333333,5.0,4.531521739130436,4.660978260869565,0.6666666666666666,0.6666666666666666,1.0,0.0,0.75,0.5,0.3333333333333333,0.3333333333333333,0.5,0.9063043478260872,0.7515755649559926,0.35294117647058826
Halifax,Canada,north_america,2,5.033333333333334,18.166666666666668,11.633333333333333,-1.2666666666666666,4.0,4.531521739130436,4.660978260869565,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,0.75,0.9063043478260872,0.7515755649559926,0.23529411764705882
Sal,Cape Verde,africa,2,22.400000000000002,25.599999999999998,26.5,22.3,5.0,3.5,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.75,0.7,0.0,0.35294117647058826
Bath,United Kingdom,europe,2,10.1,16.9,11.866666666666667,6.266666666666667,4.0,3.5,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.6666666666666666,1.0,0.5,0.7,0.0,0.23529411764705882
Pristina,Kosovo,europe,1,11.533333333333333,22.366666666666664,12.966666666666667,3.0666666666666664,4.0,3.5,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.5,0.7,0.0,0.23529411764705882
Belgrade,Serbia,europe,1,13.533333333333333,24.399999999999995,14.366666666666665,4.5,5.0,3.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.75,1.0,0.6666666666666666,0.3333333333333333,0.25,0.7,0.0,0.35294117647058826
